Name:,Address:,County:,Type:,Capacity,Status:,Closed Date:,License Number,License Status,Licensee Name,Zip,URL,,
PLAY & LEARN ACADEMY,"30158 HENNEPIN ST.                                  GARDEN CITY , MI 48135
                                 Phone: (734) 673-6381",WAYNE,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF820406058,REGULAR,"DUNCAN, DUSTY",48135,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF820406058,,
PLAY & LEARN ACADEMY,"30158 HENNEPIN ST.                                  GARDEN CITY , MI 48135
                                 Phone: (734) 673-6381",WAYNE,CHILD CARE GROUP HOME (CAPACITY 7-12),12,CLOSED,10/8/2020,DG820405432,CLOSED,"DUNCAN, DUSTY",48135,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG820405432,,
PLAY & LEARN PRESCHOOL,"VAN BUREN TECH CENTE  250 SOUTH STREET                                                                LAWRENCE , MI 49064
                                 Phone: (269) 539-5316",VAN BUREN,CHILD CARE CENTER,25,ACTIVE,N/A,DC800017162,REGULAR,VAN BUREN INTERMEDIATE SCHOOL DISTRICT,49064,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC800017162,,
PLAY 'N' LEARN FAMILY CHILD CARE (AMBER DINGMAN),"1305 DILLOWAY DR.                                  MIDLAND , MI 48640
                                 Phone: (989) 423-5351",MIDLAND,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF560404955,REGULAR,"DINGMAN, AMBER",48640,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF560404955,,
PLAY AND LEARN CHILDREN'S PLACE,"EVANGELICAL HOME  440 W RUSSELL STREET                                                                SALINE , MI 48176
                                 Phone: (734) 944-3456",WASHTENAW,CHILD CARE CENTER,86,ACTIVE,N/A,DC810095289,REGULAR,PLAY AND LEARN CHILDREN'S PLACE,48176,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC810095289,,
PLAY AND LEARN PRESCHOOL INC,"1690 W STERNS RD                                  TEMPERANCE , MI 48182
                                 Phone: (734) 847-0531",MONROE,CHILD CARE CENTER,25,ACTIVE,N/A,DC580066464,REGULAR,PLAY & LEARN PRESCHOOL INC.,48182,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC580066464,,
PLAY LEARN GROW CHILDCARE,"5077 FLUSHING RD                                  FLUSHING , MI 48433
                                 Phone: (810) 875-3123",GENESEE,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF250401888,REGULAR,"POCKRANDT, MICHELLE",48433,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF250401888,,
PLAY PALS,"303 HOOPER STREET                                  CARO , MI 48723
                                 Phone: (989) 673-3169",TUSCOLA,CHILD CARE CENTER,54,ACTIVE,N/A,DC790019820,REGULAR,CARO COMMUNITY SCHOOLS,48723,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC790019820,,
PLAY TIME DAY CARE,"39785 SQUIRE RD                                  NOVI , MI 48375
                                 Phone: (248) 719-2785",OAKLAND,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF630353092,REGULAR,"MONGA, PARVEEN",48375,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF630353092,,
PLAYFUL PANDA'S DAYCARE,"32600 GRANDVIEW AVE                                  WESTLAND , MI 48186
                                 Phone: (734) 968-4936",WAYNE,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,6/11/2021,DF820392606,CLOSED,"HENSLEY, BETSY",48186,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF820392606,,
PLAYHOUSE CHILD DEVELOPMENT CENTER,"215 N BRIDGE                                  DEWITT , MI 48820
                                 Phone: (517) 669-2281",CLINTON,CHILD CARE CENTER,41,CLOSED,2/1/2020,DC190080688,CLOSED,PLAYHOUSE CHILD DEVELOPMENT CENTER LLC,48820,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC190080688,,
PLAYSCHOOL LEARNING CHILD CARE,"314 S KALAMAZOO                                  MARSHALL , MI 49068
                                 Phone: (269) 789-3017",CALHOUN,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG130290148,REGULAR,"BLANCHARD, MICHELLE",49068,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG130290148,,
PLEASANT LAKE PRIME TIME AND PRESCHOOL,"4900 HALSTED RD                                  W BLOOMFIELD , MI 48323
                                 Phone: (248) 956-2898",OAKLAND,CHILD CARE CENTER,91,ACTIVE,N/A,DC630021309,REGULAR,WALLED LAKE CONSOLIDATED SCHOOLS,48323,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC630021309,,
PLEASANT STREET FAMILY CARE,"510 S PLEASANT ST                                  WATERVLIET , MI 49098
                                 Phone: (269) 308-1730",BERRIEN,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,5/28/2021,DF110404826,CLOSED,"GAGLIARDO, JENNIFER",49098,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF110404826,,
PLEASANT VIEW ACADEMY,"4501 PLEASANT GROVE ROAD                                  LANSING , MI 48910
                                 Phone: (517) 755-1600",INGHAM,CHILD CARE CENTER,45,CLOSED,10/2/2019,DC330390253,CLOSED,"HIGHFIELDS, INC.",48910,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC330390253,,
PLUMBROOK ELEMENTARY SCHOOL,"39660 SPALDING                                  STERLING HGTS , MI 48313
                                 Phone: (586) 264-5514",MACOMB,CHILD CARE CENTER,60,ACTIVE,N/A,DC500017061,REGULAR,UTICA COMMUNITY SCHOOLS,48313,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC500017061,,
PLYMOUTH CANTON HEAD START,"11100 N HAGGERTY ROAD                                  PLYMOUTH , MI 48170
                                 Phone: (734) 354-5196",WAYNE,CHILD CARE CENTER,48,ACTIVE,N/A,DC820385233,REGULAR,STARFISH FAMILY SERVICES INC,48170,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820385233,,
PLYMOUTH CHRISTIAN PRE AND AFT SCH,"43065 JOY RD                                  CANTON , MI 48187
                                 Phone: (313) 459-3505",WAYNE,CHILD CARE CENTER,99,ACTIVE,N/A,DC820016991,REGULAR,CALVARY BAPTIST CHURCH,48187,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820016991,,
PLYMOUTH S.T.A.R.S.,"48484 N. TERRITORIAL                                  PLYMOUTH , MI 48170
                                 Phone: (734) 231-7967",WAYNE,CHILD CARE CENTER,175,ACTIVE,N/A,DC820324643,REGULAR,PLYMOUTH S.T.A.R.S.,48170,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820324643,,
PLYMOUTH/CANTON MONTESSORI,"45245 JOY RD                                  CANTON , MI 48187
                                 Phone: (734) 459-1550",WAYNE,CHILD CARE CENTER,135,ACTIVE,N/A,DC820016978,REGULAR,DEARBORN HEIGHTS MONTESSORI CENTER,48187,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820016978,,
"POINDEXTER, BROOKE","7624 E. TYLER RD.                                  BRECKENRIDGE , MI 48615
                                 Phone: (989) 621-3847",GRATIOT,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,7/10/2020,DF290286240,CLOSED,"POINDEXTER, BROOKE",48615,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF290286240,,
"POINTER, DONNA MARIE","46598 DUNNELLON DR E                                  MACOMB , MI 48044
                                 Phone: (586) 954-1747",MACOMB,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF500095554,REGULAR,"POINTER, DONNA MARIE",48044,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF500095554,,
POLK ELEMENTARY SCHOOL,"4651 POLK                                  DEARBORN HEIGHTS , MI 48125
                                 Phone: (313) 203-4200",WAYNE,CHILD CARE CENTER,48,ACTIVE,N/A,DC820252935,REGULAR,DEARBORN HEIGHTS SCHOOL DISTRICT NO 7,48125,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820252935,,
POLKA DOTS FAMILY DAY CARE,"254 NORTH ASH ST                                  GWINN , MI 49841
                                 Phone: (906) 360-7593",MARQUETTE,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF520402666,REGULAR,"STANKOWSKI, LISA",49841,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF520402666,,
PONTIAC MIDDLE SCHOOL,"1275 N. PERRY                                  PONTIAC , MI 48340
                                 Phone: (248) 451-8010",OAKLAND,CHILD CARE CENTER,50,CLOSED,11/20/2020,DC630279528,CLOSED,PONTIAC SCHOOL DISTRICT,48340,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC630279528,,
PONTIAC YOUTH RECREATION & ENRICHMENT CENTER,"825 GOLF DRIVE                                  PONTIAC , MI 48341
                                 Phone: (248) 758-3400",OAKLAND,CHILD CARE CENTER,60,CLOSED,5/23/2022,DC630405397,CLOSED,CITY OF PONTIAC,48341,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC630405397,,
PONTIUS PLAYLAND CHILD CARE,"4779 FURNEY STREET                                  HOLT , MI 48842
                                 Phone: (517) 749-6314",INGHAM,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF330407931,REGULAR,"PONTIUS, ELIZABETH",48842,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF330407931,,
POOH CORNER PRESCHOOL,"7265 SALINE ANN ARBOR RD.                                  SALINE , MI 48176
                                 Phone: (734) 401-4062",WASHTENAW,CHILD CARE CENTER,150,ACTIVE,N/A,DC810288472,REGULAR,SALINE AREA SCHOOLS,48176,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC810288472,,
POOH'S CORNER,"7878 BRIGHTON ROAD                                  BRIGHTON , MI 48116
                                 Phone: (810) 299-4194",LIVINGSTON,CHILD CARE CENTER,20,ACTIVE,N/A,DC470017275,1ST PROVISIONAL,BRIGHTON AREA SCHOOLS,48116,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC470017275,,
POOH'S CORNER,"7447 MOYER ROAD                                  CHARLOTTE , MI 48813
                                 Phone: (517) 528-0411",EATON,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,12/31/2019,DF230389135,CLOSED,"OUSLEY, JAMIE",48813,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF230389135,,
POOH'S PLAYHOUSE CHRISTIAN CHILD CARE,"306 S MAIN STREET                                  LINDEN , MI 48451
                                 Phone: (810) 735-5080",GENESEE,CHILD CARE CENTER,45,ACTIVE,N/A,DC250296959,1ST PROVISIONAL,"FOERSTER, DAVID",48451,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC250296959,,
POOL SHARON AND MICHAEL,"2502 YEAGER STREET                                  PORT HURON TOWNSHIP , MI 48060
                                 Phone: (810) 987-6959",ST. CLAIR,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG740309100,REGULAR,POOL SHARON AND MICHAEL,48060,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG740309100,,
POORT KATHLEEN,"3341 NORTH STAR ST.                                  MUSKEGON , MI 49444
                                 Phone: (231) 750-5309",MUSKEGON,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,10/31/2019,DF610291943,CLOSED,POORT KATHLEEN,49444,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF610291943,,
"PORRAS, ELISA","762 BRYANT STREET, SW                                  WYOMING , MI 49509-3012
                                 Phone: (616) 534-6943",KENT,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,ACTIVE,N/A,DF410276303,REGULAR,"PORRAS, ELISA",49509-3012,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF410276303,,
PORT HURON SCHOOLS EARLY CHILDHOOD CENTER,"2400 GARFIELD STREET                                  PORT HURON , MI 48060
                                 Phone: (810) 984-6536",ST. CLAIR,CHILD CARE CENTER,218,ACTIVE,N/A,DC740392567,REGULAR,PORT HURON AREA SCHOOL DISTRICT,48060,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC740392567,,
PORTAGE HEAD START,"325 E. CENTRE STREET                                  PORTAGE , MI 49002
                                 Phone: (269) 321-2109",KALAMAZOO,CHILD CARE CENTER,40,ACTIVE,N/A,DC390289693,REGULAR,KALAMAZOO REGIONAL EDUCATIONAL SERVICES AGENCY,49002,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC390289693,,
PORTAGE SCHOOLS GSRP,"1401 WOODLAND AVE.                                  PORTAGE , MI 49024
                                 Phone: (269) 250-9200",KALAMAZOO,CHILD CARE CENTER,54,ACTIVE,N/A,DC390404944,REGULAR,KALAMAZOO REGIONAL EDUCATIONAL SERVICES AGENCY,49024,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC390404944,,
PORTAGE YMCA EARLY LEARNING AND SUMMER CAMP,"2900 W CENTRE AVENUE                                  PORTAGE , MI 49024
                                 Phone: (269) 324-9622",KALAMAZOO,CHILD CARE CENTER,27,ACTIVE,N/A,DC390250076,REGULAR,YMCA OF GREATER KALAMAZOO,49024,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC390250076,,
PORTLAND CHURCH OF THE NAZARENE CDC,"9466 CUTLER RD.                                  PORTLAND , MI 48875
                                 Phone: (517) 647-1745",IONIA,CHILD CARE CENTER,98,CLOSED,10/30/2020,DC340307494,CLOSED,PORTLAND CHURCH OF THE NAZARENE,48875,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC340307494,,
PORTLAND GSRP (OAKWOOD ELEMENTARY),"500 OAK STREET                                  PORTLAND , MI 48875
                                 Phone: (616) 437-0548",IONIA,CHILD CARE CENTER,23,ACTIVE,N/A,DC340362748,REGULAR,IONIA COUNTY ISD,48875,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC340362748,,
PORTSIDE CHILD DEVELOPMENT CENTER,"4753 AIRLINE RD.                                  MUSKEGON , MI 49444
                                 Phone: (231) 747-7658",MUSKEGON,CHILD CARE CENTER,27,ACTIVE,N/A,DC610389397,REGULAR,"PORTSIDE CHILD DEVELOPMENT CENTER, LLC",49444,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC610389397,,
PORTSIDE CHILD DEVELOPMENT CENTER,"4759 AIRLINE RD.                                  MUSKEGON , MI 49444
                                 Phone: (231) 747-7658",MUSKEGON,CHILD CARE CENTER,30,ACTIVE,N/A,DC610382998,REGULAR,"PORTSIDE CHILD DEVELOPMENT CENTER, LLC",49444,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC610382998,,
POSITIVE IMAGES CHILD CARE CENTER,"4875 COPLIN                                  DETROIT , MI 48215
                                 Phone: (313) 822-1148",WAYNE,CHILD CARE CENTER,46,ACTIVE,N/A,DC820280856,REGULAR,POSITIVE IMAGES,48215,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC820280856,,
POSITIVE IMPRESSIONS CHILDCARE,"5215 E EIGHT MILE                                  WARREN , MI 48091
                                 Phone: (313) 790-3705",MACOMB,CHILD CARE CENTER,45,ACTIVE,N/A,DC500410780,ORIGINAL,POSITIVE IMPRESSIONS CHILDCARE III,48091,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC500410780,,
POSITIVE IMPRESSIONS II,"16505 MARTIN                                  ROSEVILLE , MI 48066
                                 Phone: (313) 335-6341",MACOMB,CHILD CARE GROUP HOME (CAPACITY 7-12),12,ACTIVE,N/A,DG500402140,REGULAR,"PORTIES, DANEE",48066,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DG500402140,,
POSITIVE START CHILD DEV. CNTR.,"3500 W. PASADENA AVENUE                                  FLINT , MI 48504
                                 Phone: (810) 230-0085",GENESEE,CHILD CARE CENTER,60,ACTIVE,N/A,DC250308629,REGULAR,TRIUMPHANT TEMPLE OF PRAISE,48504,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC250308629,,
POST OAK CHINESE IMMERSION PRE-K,"2320 POST OAK LN.                                  LANSING , MI 48912
                                 Phone: (517) 755-3391",INGHAM,CHILD CARE CENTER,48,ACTIVE,N/A,DC330286399,REGULAR,LANSING SCHOOL DISTRICT,48912,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC330286399,,
"POSTAL, DIANNA","120 TABBY TRAIL DR.                                  SPARTA , MI 49345
                                 Phone: (616) 205-5164",KENT,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,2/26/2021,DF410337232,CLOSED,"POSTAL, DIANNA",49345,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF410337232,,
"POSTHUMUS, JENNIFER","8317 SOUTH MAPLE COURT                                  ZEELAND , MI 49464
                                 Phone: (616) 748-6942",OTTAWA,CHILD CARE FAMILY HOME (CAPACITY 1-6),6,CLOSED,7/16/2020,DF700340107,CLOSED,"POSTHUMUS, JENNIFER",49464,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DF700340107,,
POTTER ELEMENTARY,"2500 N AVERILL AVE                                  FLINT , MI 48503
                                 Phone: (810) 760-1813",GENESEE,CHILD CARE CENTER,100,ACTIVE,N/A,DC250378857,REGULAR,FLINT COMMUNITY SCHOOLS,48503,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC250378857,,
POTTER HEAD START GISD,"2500 N AVERILL AVE                                  FLINT , MI 48506
                                 Phone: (810) 591-5603",GENESEE,CHILD CARE CENTER,18,ACTIVE,N/A,DC250390226,REGULAR,GENESEE INTERMEDIATE SCHOOL DISTRICT,48506,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC250390226,,
POTTERVILLE C C C,"POTTERVILLE OLD ELEM  420 N HIGH ST                                                                POTTERVILLE , MI 48876
                                 Phone: (517) 645-4714",EATON,CHILD CARE CENTER,76,ACTIVE,N/A,DC230019211,REGULAR,POTTERVILLE PUBLIC SCHOOLS,48876,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC230019211,,
POTTERVILLE ELEMENTARY GSRP,"ROOM 14  426 HIGH ST.                                                                POTTERVILLE , MI 48876
                                 Phone: (517) 543-8761",EATON,CHILD CARE CENTER,18,CLOSED,9/22/2020,DC230384541,CLOSED,EATON INTERMEDIATE SCHOOL DISTRICT,48876,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC230384541,,
POTTERVILLE ELEMENTARY SCHOOL,"426 NORTH HIGH STREET                                  POTTERVILLE , MI 48876
                                 Phone: (517) 645-2525",EATON,CHILD CARE CENTER,60,ACTIVE,N/A,DC230400840,REGULAR,POTTERVILLE PUBLIC SCHOOLS,48876,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC230400840,,
POTTERVILLE GREAT START READINESS PROGRAM,"420 N. HIGH STREET                                  POTTERVILLE , MI 48876
                                 Phone: (517) 541-8761",EATON,CHILD CARE CENTER,16,ACTIVE,N/A,DC230405182,REGULAR,EATON INTERMEDIATE SCHOOL DISTRICT,48876,https://childcaresearch.apps.lara.state.mi.us/Home/FacilityProfile/DC230405182,,
